Gene_Symbol	idgTDL_old	idgTDL_new	druggability_tier	cancer_druggability	ab_bucket_num	ab_bucket_name	sm_bucket_num	sm_bucket_name	protac_bucket_num	protac_bucket_name	task_pharos_tclin_vs_others	task_pharos_tclin_tchem_vs_others	task_triage_tier1_vs_others	task_triage_tier12_vs_others	task_cancer_druggability	task_ab_bucket1_vs_others	task_ab_bucket123_vs_others	task_sm_bucket1_vs_others	task_sm_bucket123_vs_others	task_protac_bucket1234_vs_others	task_cancer_type_specific_target_prioritization	task_pan_cancer_target_prioritization	task_T1_targets_only	task_T1_T2_targets	task_T1_T2_T3_targets
CELA2A	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA2B	Tdark	TDARK	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3A	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3B	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF2-AS1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF4	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF5	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF6	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR1	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR2	Tbio	TBIO	Tier 3B	0	6.0	6_UniProt loc med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR3	Tbio	TBIO	Tier 3B	0	6.0	6_UniProt loc med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEMIP	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEMP1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEND1	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPA	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPB	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPC	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPE	Tchem	TCHEM	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPF	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPH	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPI	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPK	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPL	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPM	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPN	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPO	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPP	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPQ	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPS	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPT	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPU	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPV	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPW	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPX	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP104	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP112	Tdark	TBIO	-1	0	8.0	8_GO CC med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP120	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP126	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP128	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP131	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP135	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP152	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP162	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP164	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP170	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP170B	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP170P1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP19	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP192	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP250	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP290	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP295	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP295NL	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP350	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP41	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP44	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP55	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP57	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP57L1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP63	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP68	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP70	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP72	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP76	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP78	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP83	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP85	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP85L	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP89	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP95	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP97	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEPT1	Tbio	TCHEM	-1	0	7.0	7_UniProt SigP or TMHMM	4.0	4_Structure with Ligand	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CER1	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERCAM	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERK	Tchem	TCHEM	-1	1	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
CERKL	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS1	Tbio	TBIO	-1	1	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CERS2	Tbio	TBIO	-1	1	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CERS3	Tbio	TBIO	-1	1	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CERS4	Tbio	TBIO	-1	1	7.0	7_UniProt SigP or TMHMM		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CERS5	Tbio	TBIO	-1	1	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CERS6	Tbio	TBIO	-1	1	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CES1	Tchem	TCHEM	Tier 1	0	7.0	7_UniProt SigP or TMHMM	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
CES1P1	Tbio	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES2	Tchem	TCHEM	Tier 1	0	7.0	7_UniProt SigP or TMHMM	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
CES3	Tbio	TBIO	Tier 3B	0	7.0	7_UniProt SigP or TMHMM	8.0	8_Druggable Family	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES4A	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf	8.0	8_Druggable Family		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES5A	Tbio	TBIO	Tier 3B	0	6.0	6_UniProt loc med conf	8.0	8_Druggable Family		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CETN1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CETN2	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CETN3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CETP	Tchem	TCHEM	Tier 1	0	4.0	4_UniProt loc high conf	2.0	2_Advanced Clinical	8.0	8_Small Molecule Binder	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1
CFAP100	Tdark	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP126	Tdark	TDARK	-1	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP157	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP161	Tdark	TDARK	-1	0		Not_Assigned	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP20	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP206	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP221	Tdark	TBIO	-1	0	8.0	8_GO CC med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP36	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP43	Tdark	TBIO	-1	0	8.0	8_GO CC med conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP44	Tdark	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP45	Tbio	TBIO	-1	0	8.0	8_GO CC med conf	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP46	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP47	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP52	Tdark	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP53	Tbio	TBIO	-1	0	8.0	8_GO CC med conf	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP54	Tdark	TDARK	-1	0	8.0	8_GO CC med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP57	Tdark	TDARK	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP58	Tdark	TDARK	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP61	Tdark	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP65	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP69	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP70	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP73	Tdark	TDARK	-1	0		Not_Assigned	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP77	Tdark	TDARK	-1	0		Not_Assigned	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP97	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP97D1	Tdark	TDARK	-1	0	9.0	9_Human Protein Atlas loc		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP99	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFB	Tchem	TCHEM	Tier 3A	0	5.0	5_GO CC high conf	2.0	2_Advanced Clinical	6.0	6_Database Ubiquitination	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CFC1	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFC1B	Tdark	TDARK	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFD	Tchem	TCHEM	Tier 1	0	2.0	2_Advanced Clinical	2.0	2_Advanced Clinical	6.0	6_Database Ubiquitination	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1
CFDP1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFH	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR1	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR2	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR3	Tbio	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR4	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR5	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFI	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFL1	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CFL2	Tbio	TBIO	-1	0	9.0	9_Human Protein Atlas loc		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFLAR	Tbio	TBIO	-1	0	9.0	9_Human Protein Atlas loc	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
CFP	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFTR	Tclin	TCLIN	Tier 1	0	4.0	4_UniProt loc high conf	1.0	1_Approved Drug	5.0	5_UniProt Ubiquitination	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1
CGA	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAS	Tbio	TCHEM	-1	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB1	Tdark	TDARK	-1	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB2	Tdark	TDARK	Tier 3B	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB7	Tdark	TDARK	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB8	Tdark	TDARK	Tier 3B	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGGBP1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGN	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGNL1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGREF1	Tbio	TBIO	Tier 3B	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGRRF1	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH25H	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAC1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAC2	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAD	Tbio	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHADL	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf	8.0	8_Druggable Family		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAF1A	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAF1B	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAMP1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
